926	891	977
939	1006	332
939	1006	353
939	1006	402
941	1007	475
942	1007	563
945	1008	662
948	1009	767
952	1010	875
956	1012	986
927	228	134
927	228	185
928	229	273
929	232	377
930	235	488
933	240	603
936	246	718
940	253	835
944	261	952
928	263	140
929	263	189
929	265	275
930	267	379
932	270	490
935	274	603
938	279	719
941	285	836
946	292	953
933	335	152
933	336	198
934	336	281
935	338	383
936	340	493
939	343	606
942	347	721
946	352	837
950	358	954
940	431	173
941	431	214
941	432	292
942	433	391
944	435	498
946	437	610
949	440	724
953	443	840
958	448	956
952	539	199
952	539	236
953	540	308
954	540	402
955	542	507
958	543	617
961	546	730
964	548	844
969	552	960
967	653	230
967	653	262
968	654	328
969	654	417
971	655	518
973	657	625
976	658	737
979	660	850
984	663	965
986	771	265
987	771	292
987	771	351
988	771	435
990	772	532
992	773	636
995	775	745
998	776	857
1003	779	971
1010	890	301
1010	890	325
1010	890	378
1012	891	456
1013	891	548
1015	892	650
1018	894	756
1021	895	866
1023	895	976
1023	997	335
1023	997	356
1023	997	403
1023	996	473
1023	995	558
1023	994	653
1023	992	753
1023	991	856
1023	988	961
